string_id	fasta_id
4932.YMR135C	sp|P40208|GID8_YEAST
4932.YMR137C	sp|P30620|PSO2_YEAST
4932.YMR139W	sp|P38615|RIM11_YEAST
4932.YMR140W	sp|P40210|SIP5_YEAST
4932.YMR143W	sp|P40213|RS16A_YEAST
4932.YMR144W	sp|P40214|YM22_YEAST
4932.YMR145C	sp|P40215|NDH1_YEAST
4932.YMR146C	sp|P40217|EIF3I_YEAST
4932.YMR148W	sp|P40219|OSW5_YEAST
4932.YMR149W	sp|Q02795|OSTD_YEAST
4932.YMR150C	sp|P28627|IMP1_YEAST
4932.YMR152W	sp|P28625|YIM1_YEAST
4932.YMR153W	sp|Q03790|NUP53_YEAST
4932.YMR157C	sp|Q03798|AIM36_YEAST
4932.YMR158W	sp|Q03799|RT08_YEAST
4932.YMR159C	sp|Q03818|ATG16_YEAST
4932.YMR161W	sp|P48353|HLJ1_YEAST
4932.YMR162C	sp|Q12674|ATC8_YEAST
4932.YMR165C	sp|P32567|PAH1_YEAST
4932.YMR166C	sp|Q03829|YM39_YEAST
4932.YMR168C	sp|P40969|CBF3B_YEAST
4932.YMR169C	sp|P54114|ALDH3_YEAST
4932.YMR170C	sp|P54114|ALDH3_YEAST
4932.YMR171C	sp|Q03212|EAR1_YEAST
4932.YMR172W	sp|Q03213|HOT1_YEAST
4932.YMR173W	sp|P18899|DDR48_YEAST
4932.YMR174C	sp|P01094|IPA3_YEAST
4932.YMR176W	sp|Q03214|ECM5_YEAST
4932.YMR177W	sp|Q03218|MMT1_YEAST
4932.YMR178W	sp|Q03219|YM44_YEAST
4932.YMR183C	sp|P39926|SSO2_YEAST
4932.YMR184W	sp|Q03233|ADD37_YEAST
4932.YMR186W	sp|P15108|HSC82_YEAST
4932.YPL240C	sp|P15108|HSC82_YEAST
4932.YMR188C	sp|Q03246|RT17_YEAST
4932.YMR189W	sp|P49095|GCSP_YEAST
4932.YMR192W	sp|Q04322|GYL1_YEAST
4932.YMR193W	sp|P36525|RM24_YEAST
4932.YMR194W	sp|P05745|RL36A_YEAST
4932.YPL249C-A	sp|P05745|RL36A_YEAST
4932.YMR196W	sp|Q04336|YM54_YEAST
4932.YMR197C	sp|Q04338|VTI1_YEAST
4932.YMR199W	sp|P20437|CG11_YEAST
4932.YMR200W	sp|Q03691|ROT1_YEAST
4932.YMR201C	sp|P28519|RAD14_YEAST
4932.YMR202W	sp|P32352|ERG2_YEAST
4932.YMR203W	sp|P23644|TOM40_YEAST
4932.YMR205C	sp|P16862|K6PF2_YEAST
4932.YMR206W	sp|Q03695|YM58_YEAST
4932.YMR207C	sp|P32874|HFA1_YEAST
4932.YMR208W	sp|P07277|KIME_YEAST
4932.YMR209C	sp|Q03648|YM59_YEAST
4932.YMR210W	sp|Q03649|YM60_YEAST
4932.YMR212C	sp|Q03653|EFR3_YEAST
4932.YMR214W	sp|P25303|SCJ1_YEAST
4932.YMR215W	sp|Q03655|GAS3_YEAST
4932.YMR216C	sp|Q03656|SKY1_YEAST
4932.YMR217W	sp|P38625|GUAA_YEAST
4932.YMR218C	sp|Q03660|TR130_YEAST
4932.YMR219W	sp|Q03661|ESC1_YEAST
4932.YMR220W	sp|P24521|ERG8_YEAST
4932.YMR221C	sp|Q04991|FMP42_YEAST
4932.YMR222C	sp|Q05015|FSH2_YEAST
4932.YMR223W	sp|P50102|UBP8_YEAST
4932.YMR224C	sp|P32829|MRE11_YEAST
4932.YMR225C	sp|P19956|RM44_YEAST
4932.YMR226C	sp|Q05016|YM71_YEAST
4932.YMR227C	sp|Q05021|TAF7_YEAST
4932.YMR228W	sp|P14908|MTF1_YEAST
4932.YMR229C	sp|Q05022|RRP5_YEAST
4932.YMR230W	sp|Q08745|RS10A_YEAST
4932.YOR293W	sp|Q08745|RS10A_YEAST
4932.YMR231W	sp|P12868|PEP5_YEAST
4932.YMR233W	sp|Q05024|TRI1_YEAST
4932.YMR234W	sp|Q04740|RNH1_YEAST
4932.YMR235C	sp|P11745|RNA1_YEAST
4932.YMR236W	sp|Q05027|TAF9_YEAST
4932.YMR237W	sp|Q05029|BCH1_YEAST
4932.YMR238W	sp|Q05031|DFG5_YEAST
4932.YMR239C	sp|Q02555|RNT1_YEAST
4932.YMR240C	sp|Q02554|CUS1_YEAST
4932.YMR241W	sp|Q04013|YHM2_YEAST
4932.YMR243C	sp|P20107|ZRC1_YEAST
4932.YMR244C-A	sp|Q3E846|COA6_YEAST
4932.YMR246W	sp|P47912|LCF4_YEAST
4932.YMR247C	sp|Q04781|LTN1_YEAST
4932.YMR250W	tr|D0VFN3|D0VFN3_YEASX
4932.YMR253C	sp|Q04835|YM87_YEAST
4932.YMR255W	sp|Q04839|GFD1_YEAST
4932.YMR256C	sp|P10174|COX7_YEAST
4932.YMR258C	sp|Q04847|ROY1_YEAST
4932.YMR259C	sp|Q03496|TR732_YEAST
4932.YMR260C	sp|P38912|IF1A_YEAST
4932.YMR261C	sp|P38426|TPS3_YEAST
4932.YMR262W	sp|P38430|YM8C_YEAST
4932.YMR263W	sp|P38429|SAP30_YEAST
4932.YMR264W	sp|P38428|CUE1_YEAST
4932.YMR265C	sp|Q03508|YM8F_YEAST
4932.YMR266W	sp|Q03516|RSN1_YEAST
4932.YMR267W	sp|P28239|IPYR2_YEAST
4932.YMR268C	sp|P49960|PRP24_YEAST
4932.YMR270C	sp|P53437|RRN9_YEAST
4932.YMR271C	sp|P30402|PYRX_YEAST
4932.YMR272C	sp|Q03529|SCS7_YEAST
4932.YMR275C	sp|P48524|BUL1_YEAST
4932.YMR276W	sp|P48510|DSK2_YEAST
4932.YMR277W	sp|Q03254|FCP1_YEAST
4932.YMR278W	sp|Q03262|PGM3_YEAST
4932.YMR280C	sp|P39113|CAT8_YEAST
4932.YMR282C	sp|P22136|AEP2_YEAST
4932.YMR284W	sp|P32807|KU70_YEAST
4932.YMR285C	sp|Q03264|NGL2_YEAST
4932.YMR286W	sp|P20084|RM33_YEAST
4932.YMR287C	sp|P39112|DSS1_YEAST
4932.YMR288W	sp|P49955|SF3B1_YEAST
4932.YMR289W	sp|Q03266|PABC_YEAST
4932.YMR290C	sp|Q03532|HAS1_YEAST
4932.YMR291W	sp|Q03533|TDA1_YEAST
4932.YMR292W	sp|Q03554|GOT1_YEAST
4932.YMR294W	sp|P36224|JNM1_YEAST
4932.YMR295C	sp|Q03559|YM8V_YEAST
4932.YMR296C	sp|P25045|LCB1_YEAST
4932.YMR297W	sp|P00729|CBPY_YEAST
4932.YMR298W	sp|Q03579|LIP1_YEAST
4932.YMR300C	sp|P04046|PUR1_YEAST
4932.YMR301C	sp|P40416|ATM1_YEAST
4932.YMR302C	sp|P32843|YME2_YEAST
4932.YMR303C	sp|P00331|ADH2_YEAST
4932.YOL086C	sp|P00331|ADH2_YEAST
4932.YMR304W	sp|P50101|UBP15_YEAST
4932.YMR305C	sp|Q04951|SCW10_YEAST
4932.YMR306W	sp|Q04952|FKS3_YEAST
4932.YMR307W	sp|P22146|GAS1_YEAST
4932.YMR308C	sp|P32337|IMB3_YEAST
4932.YMR309C	sp|P32497|EIF3C_YEAST
4932.YMR310C	sp|Q04867|YM91_YEAST
4932.YMR311C	sp|P41818|GLC8_YEAST
4932.YMR312W	sp|Q04868|ELP6_YEAST
4932.YMR313C	sp|P40308|TGL3_YEAST
4932.YMR314W	sp|P40302|PSA6_YEAST
4932.YMR315W	sp|Q04869|YM94_YEAST
4932.YMR318C	sp|Q04894|ADH6_YEAST
4932.YMR319C	sp|P40988|FET4_YEAST
4932.YMR321C	sp|Q08985|SAM4_YEAST
4932.YPL273W	sp|Q08985|SAM4_YEAST
4932.YMR322C	sp|Q08914|HSP33_YEAST
4932.YOR391C	sp|Q08914|HSP33_YEAST
4932.YMR323W	sp|Q12007|ERR2_YEAST
4932.YPL281C	sp|Q12007|ERR2_YEAST
4932.YNL001W	sp|P33309|DOM34_YEAST
4932.YNL002C	sp|P40693|RLP7_YEAST
4932.YNL003C	sp|P38921|PET8_YEAST
4932.YNL004W	sp|P38922|HRB1_YEAST
4932.YNL005C	sp|P12687|RM02_YEAST
4932.YNL006W	sp|P41318|LST8_YEAST
4932.YNL007C	sp|P25294|SIS1_YEAST
4932.YNL009W	sp|P53982|IDHH_YEAST
4932.YNL010W	sp|P53981|YNB0_YEAST
4932.YNL014W	sp|P53978|EF3B_YEAST
4932.YNL015W	sp|P0CT05|IPB1_YEASX
4932.YNL015W	sp|P01095|IPB2_YEAST
4932.YNL016W	sp|P32588|PUB1_YEAST
4932.YNL020C	sp|P53974|ARK1_YEAST
4932.YNL021W	sp|P53973|HDA1_YEAST
4932.YNL022C	sp|P53972|YNC2_YEAST
4932.YNL023C	sp|P53971|FAP1_YEAST
4932.YNL024C-A	sp|Q8TGJ3|KISH_YEAST
4932.YNL025C	sp|P47821|SSN8_YEAST
4932.YNL026W	sp|P53969|SAM50_YEAST
4932.YNL027W	sp|P53968|CRZ1_YEAST
4932.YNL030W	sp|P02309|H4_YEAST
4932.YBR009C	sp|P02309|H4_YEAST
4932.YNL031C	sp|P61830|H3_YEAST
4932.YNL032W	sp|P53965|SIW14_YEAST
4932.YNL035C	sp|P53962|YND5_YEAST
4932.YNL036W	sp|P53615|CAN_YEAST
4932.YNL037C	sp|P28834|IDH1_YEAST
4932.YNL039W	sp|P46678|TFC5_YEAST
4932.YNL040W	sp|P53960|YNE0_YEAST
4932.YNL041C	sp|P53959|COG6_YEAST
4932.YNL042W	sp|P53958|BOP3_YEAST
4932.YNL044W	sp|P53633|PRA1_YEAST
4932.YNL045W	sp|Q10740|LKHA4_YEAST
4932.YNL048W	sp|P53954|ALG11_YEAST
4932.YNL049C	sp|P53953|SFB2_YEAST
4932.YNL050C	sp|P53952|YNF0_YEAST
4932.YNL051W	sp|P53951|COG5_YEAST
4932.YNL052W	sp|P00424|COX5A_YEAST
4932.YNL054W	sp|P53950|VAC7_YEAST
4932.YNL055C	sp|P04840|VDAC1_YEAST
4932.YNL056W	sp|P53949|OCA2_YEAST
4932.YNL058C	sp|P53947|YNF8_YEAST
4932.YNL059C	sp|P53946|ARP5_YEAST
4932.YNL061W	sp|P40991|NOP2_YEAST
4932.YNL062C	sp|P41814|TRM6_YEAST
4932.YNL064C	sp|P25491|MAS5_YEAST
4932.YNL066W	sp|P53616|SUN4_YEAST
4932.YNL068C	sp|P41813|FKH2_YEAST
4932.YNL070W	sp|P53507|TOM7_YEAST
4932.YNL071W	sp|P12695|ODP2_YEAST
4932.YNL072W	sp|P53942|RNH2A_YEAST
4932.YNL073W	sp|P32048|SYKM_YEAST
4932.YNL074C	sp|P32047|MLF3_YEAST
4932.YNL075W	sp|P53941|IMP4_YEAST
4932.YNL076W	sp|P34072|MKS1_YEAST
4932.YNL079C	sp|P17536|TPM1_YEAST
4932.YNL080C	sp|P53938|EOS1_YEAST
4932.YNL081C	sp|P53937|SWS2_YEAST
4932.YNL084C	sp|P39013|END3_YEAST
4932.YNL085W	sp|P40850|MKT1_YEAST
4932.YNL087W	sp|P48231|TCB2_YEAST
4932.YNL088W	sp|P06786|TOP2_YEAST
4932.YNL090W	sp|P06781|RHO2_YEAST
4932.YNL091W	sp|P53935|NST1_YEAST
4932.YNL093W	sp|P36019|YPT53_YEAST
4932.YNL095C	sp|P53932|YNJ5_YEAST
4932.YNL096C	sp|P48164|RS7B_YEAST
4932.YNL097C	sp|P50947|PHO23_YEAST
4932.YNL098C	sp|P01120|RAS2_YEAST
4932.YNL099C	sp|P50946|OCA1_YEAST
4932.YNL100W	sp|P50945|AIM37_YEAST
4932.YNL102W	sp|P13382|DPOA_YEAST
4932.YNL103W	sp|P32389|MET4_YEAST
4932.YNL104C	sp|P06208|LEU1_YEAST
4932.YNL106C	sp|P50942|INP52_YEAST
4932.YNL107W	sp|P53930|AF9_YEAST
4932.YNL108C	sp|P53929|YNK8_YEAST
4932.YNL110C	sp|P53927|NOP15_YEAST
4932.YNL111C	sp|P40312|CYB5_YEAST
4932.YNL112W	sp|P24783|DBP2_YEAST
4932.YNL113W	sp|P28000|RPAC2_YEAST
4932.YNL115C	sp|P53925|YNL5_YEAST
4932.YNL116W	sp|P53924|DMA2_YEAST
4932.YNL117W	sp|A6ZRW6|MASY_YEAS7
4932.YNL118C	sp|A6ZRW5|DCP2_YEAS7
4932.YNL119W	sp|P53923|CTU2_YEAST
4932.YNL121C	sp|P07213|TOM70_YEAST
4932.YNL123W	sp|P53920|NM111_YEAST
4932.YNL124W	sp|P53919|NAF1_YEAST
4932.YNL125C	sp|P53918|ESBP6_YEAST
4932.YNL126W	sp|P53540|SPC98_YEAST
4932.YNL127W	sp|P53917|FAR11_YEAST
4932.YNL128W	sp|P53916|TEP1_YEAST
4932.YNL129W	sp|P53915|NRK1_YEAST
4932.YNL131W	sp|P49334|TOM22_YEAST
4932.YNL132W	sp|P53914|KRE33_YEAST
4932.YNL134C	sp|P53912|YNN4_YEAST
4932.YNL135C	sp|P20081|FKBP_YEAST
4932.YNL136W	sp|P53911|EAF7_YEAST
4932.YNL137C	sp|P27929|NAM9_YEAST
4932.YNL138W	sp|P17555|CAP_YEAST
4932.YNL139C	sp|P53552|THO2_YEAST
4932.YNL141W	sp|P53909|ADE_YEAST
4932.YNL142W	sp|P41948|MEP2_YEAST
4932.YNL147W	sp|P53905|LSM7_YEAST
4932.YNL148C	sp|P53904|TBCB_YEAST
4932.YNL149C	sp|P53903|PGA2_YEAST
4932.YNL151C	sp|P17890|RPC7_YEAST
4932.YNL153C	sp|P53900|PFD4_YEAST
4932.YNL154C	sp|P23292|KC12_YEAST
4932.YNL155W	sp|P53899|YNP5_YEAST
4932.YNL156C	sp|P53898|NSG2_YEAST
4932.YNL157W	sp|P53897|IGO1_YEAST
4932.YNL158W	sp|P53896|PGA1_YEAST
4932.YNL160W	sp|P38616|YGP1_YEAST
4932.YNL161W	sp|P53894|CBK1_YEAST
4932.YNL162W	sp|P02405|RL44B_YEAST
4932.YNL163C	sp|P53893|RIA1_YEAST
4932.YNL164C	sp|P53892|IBD2_YEAST
4932.YNL166C	sp|P53890|BNI5_YEAST
4932.YNL167C	sp|Q02100|SKO1_YEAST
4932.YNL168C	sp|P53889|FMP41_YEAST
4932.YNL169C	sp|P39006|PSD1_YEAST
4932.YNL172W	sp|P53886|APC1_YEAST
4932.YNL173C	sp|P53885|MDG1_YEAST
4932.YNL175C	sp|P53883|NOP13_YEAST
4932.YNL177C	sp|P53881|RM22_YEAST
4932.YNL178W	sp|P05750|RS3_YEAST
4932.YNL180C	sp|P53879|RHO5_YEAST
4932.YNL181W	sp|P53878|YNS1_YEAST
4932.YNL182C	sp|P53877|IPI3_YEAST
4932.YNL183C	sp|P22211|NPR1_YEAST
4932.YNL185C	sp|P53875|RM19_YEAST
4932.YNL186W	sp|P53874|UBP10_YEAST
4932.YNL189W	sp|Q02821|IMA1_YEAST
4932.YNL191W	sp|P53871|DUG3_YEAST
4932.YNL192W	sp|P08004|CHS1_YEAST
4932.YNL193W	sp|P53870|YNT3_YEAST
4932.YNL195C	sp|P40168|YNT5_YEAST
4932.YNL197C	sp|P34761|WHI3_YEAST
4932.YNL199C	sp|Q01722|GCR2_YEAST
4932.YNL200C	sp|P40165|NNRE_YEAST
4932.YNL201C	sp|P40164|PP4R3_YEAST
4932.YNL202W	sp|P32573|SPS19_YEAST
4932.YNL206C	sp|P40161|RT106_YEAST
4932.YNL207W	sp|P40160|RIO2_YEAST
4932.YNL208W	sp|P40159|YNU8_YEAST
4932.YNL212W	sp|P40157|VID27_YEAST
4932.YNL215W	sp|P40154|IES2_YEAST
4932.YNL216W	sp|P11938|RAP1_YEAST
4932.YNL217W	sp|P40152|YNV7_YEAST
4932.YNL219C	sp|P53868|ALG9_YEAST
4932.YNL220W	sp|P80210|PURA_YEAST
4932.YNL221C	sp|P41812|POP1_YEAST
4932.YNL222W	sp|P53538|SSU72_YEAST
4932.YNL224C	sp|P53866|SQS1_YEAST
4932.YNL225C	sp|P53865|CNM67_YEAST
4932.YNL227C	sp|P53863|JJJ1_YEAST
4932.YNL229C	sp|P23202|URE2_YEAST
4932.YNL230C	sp|P53861|ELOA1_YEAST
4932.YNL231C	sp|P53860|PDR16_YEAST
4932.YNL232W	sp|P53859|CSL4_YEAST
4932.YNL233W	sp|P53858|BNI4_YEAST
4932.YNL236W	sp|P32259|MED16_YEAST
4932.YNL238W	sp|P13134|KEX2_YEAST
4932.YNL239W	sp|Q01532|BLH1_YEAST
4932.YNL240C	sp|P23503|NAR1_YEAST
4932.YNL241C	sp|P11412|G6PD_YEAST
4932.YNL243W	sp|P33338|SLA2_YEAST
4932.YNL244C	sp|P32911|SUI1_YEAST
4932.YNL246W	sp|P53853|VPS75_YEAST
4932.YNL247W	sp|P53852|SYC_YEAST
4932.YNL248C	sp|Q01080|RPA49_YEAST
4932.YNL249C	sp|P53583|MPA43_YEAST
4932.YNL250W	sp|P12753|RAD50_YEAST
4932.YNL251C	sp|P53617|NRD1_YEAST
4932.YNL252C	sp|P36528|RM17_YEAST
4932.YNL253W	sp|P53851|TEX1_YEAST
4932.YNL255C	sp|P53849|GIS2_YEAST
4932.YNL256W	sp|P53848|FOL1_YEAST
4932.YNL257C	sp|P38717|SIP3_YEAST
4932.YNL258C	sp|P53847|DSL1_YEAST
4932.YNL259C	sp|P38636|ATX1_YEAST
4932.YNL260C	sp|P53846|YN00_YEAST
4932.YNL261W	sp|P50874|ORC5_YEAST
4932.YNL262W	sp|P21951|DPOE_YEAST
4932.YNL263C	sp|P53845|YIF1_YEAST
4932.YNL264C	sp|P53844|PDR17_YEAST
4932.YNL265C	sp|P53843|IST1_YEAST
4932.YNL267W	sp|P39104|PIK1_YEAST
4932.YNL271C	sp|P41832|BNI1_YEAST
4932.YNL272C	sp|P17065|SEC2_YEAST
4932.YNL273W	sp|P53840|TOF1_YEAST
4932.YNL274C	sp|P53839|GOR1_YEAST
4932.YNL277W	sp|P08465|MET2_YEAST
4932.YNL278W	sp|P53836|CA120_YEAST
4932.YNL279W	sp|P53835|PRM1_YEAST
4932.YNL280C	sp|P32462|ERG24_YEAST
4932.YNL281W	sp|P53834|HCH1_YEAST
4932.YNL282W	sp|P53833|POP3_YEAST
4932.YNL284C	sp|P36520|RM10_YEAST
4932.YNL284C-A	sp|Q12391|YN11A_YEAST
4932.YNL286W	sp|P53830|CUS2_YEAST
4932.YNL287W	sp|P32074|COPG_YEAST
4932.YNL288W	sp|P53829|CAF40_YEAST
4932.YNL290W	sp|P38629|RFC3_YEAST
4932.YNL292W	sp|P48567|PUS4_YEAST
4932.YNL297C	sp|P48563|MON2_YEAST
4932.YNL298W	sp|P48562|CLA4_YEAST
4932.YNL302C	sp|P07281|RS19B_YEAST
4932.YOL121C	sp|P07281|RS19B_YEAST
4932.YNL305C	sp|P48558|BXI1_YEAST
4932.YNL306W	sp|P42847|RT18_YEAST
4932.YNL307C	sp|P21965|MCK1_YEAST
4932.YNL308C	sp|P42846|KRI1_YEAST
4932.YNL309W	sp|P42845|STB1_YEAST
4932.YNL310C	sp|P42844|ZIM17_YEAST
4932.YNL311C	sp|P42843|SKP2_YEAST
4932.YNL312W	sp|P26754|RFA2_YEAST
4932.YNL313C	sp|P42842|EMW1_YEAST
4932.YNL314W	sp|P21705|DAL82_YEAST
4932.YNL315C	sp|P32453|ATP11_YEAST
4932.YNL316C	sp|P32452|PHA2_YEAST
4932.YNL317W	sp|P42841|PFS2_YEAST
4932.YNL320W	sp|P42840|YN60_YEAST
4932.YNL321W	sp|P42839|VNX1_YEAST
4932.YNL323W	sp|P42838|LEM3_YEAST
4932.YNL326C	sp|P42836|PFA3_YEAST
4932.YNL327W	sp|P42835|EGT2_YEAST
4932.YNL329C	sp|P33760|PEX6_YEAST
4932.YNL330C	sp|P32561|RPD3_YEAST
4932.YNR001C	sp|P00890|CISY1_YEAST
4932.YNR003C	sp|P32910|RPC6_YEAST
4932.YNR006W	sp|P40343|VPS27_YEAST
4932.YNR007C	sp|P40344|ATG3_YEAST
4932.YNR008W	sp|P40345|PDAT_YEAST
4932.YNR009W	sp|P53718|NRM1_YEAST
4932.YNR010W	sp|P33308|MED9_YEAST
4932.YNR011C	sp|P20095|PRP2_YEAST
4932.YNR012W	sp|P27515|URK1_YEAST
4932.YNR013C	sp|P27514|PHO91_YEAST
4932.YNR015W	sp|P53720|DUS2_YEAST
4932.YNR016C	sp|Q00955|ACAC_YEAST
4932.YNR017W	sp|P32897|TIM23_YEAST
4932.YNR018W	sp|P53721|RCF2_YEAST
4932.YNR019W	sp|P53629|ARE2_YEAST
4932.YNR021W	sp|P53723|YN8B_YEAST
4932.YNR022C	sp|P53724|RM50_YEAST
4932.YNR023W	sp|P53628|SNF12_YEAST
4932.YNR024W	sp|P53725|MPP6_YEAST
4932.YNR026C	sp|P11655|SEC12_YEAST
4932.YNR027W	sp|P53727|BUD17_YEAST
4932.YNR028W	sp|P53728|CYP8_YEAST
4932.YNR029C	sp|P53729|YN8H_YEAST
4932.YNR030W	sp|P53730|ALG12_YEAST
4932.YNR031C	sp|P53599|SSK2_YEAST
4932.YNR032C-A	sp|Q6Q546|HUB1_YEAST
4932.YNR032W	sp|P32838|PP2A4_YEAST
4932.YNR033W	sp|P37254|PABS_YEAST
4932.YNR034W	sp|P50278|SOL1_YEAST
4932.YNR034W-A	sp|Q3E841|YN034_YEAST
4932.YNR035C	sp|P53731|ARPC2_YEAST
4932.YNR036C	sp|P53732|RT12_YEAST
4932.YNR037C	sp|P53733|RT19_YEAST
4932.YNR038W	sp|P53734|DBP6_YEAST
4932.YNR039C	sp|P53735|ZRG17_YEAST
4932.YNR040W	sp|P53736|YN8O_YEAST
4932.YNR043W	sp|P32377|MVD1_YEAST
4932.YNR046W	sp|P53738|TR112_YEAST
4932.YNR047W	sp|P53739|FPK1_YEAST
4932.YNR048W	sp|P53740|YN8S_YEAST
4932.YNR049C	sp|P53604|MSO1_YEAST
4932.YNR050C	sp|P38999|LYS9_YEAST
4932.YNR051C	sp|P53741|BRE5_YEAST
4932.YNR052C	sp|P39008|POP2_YEAST
4932.YNR053C	sp|P53742|NOG2_YEAST
4932.YNR054C	sp|P53743|ESF2_YEAST
4932.YNR057C	sp|P53630|BIOD_YEAST
4932.YNR060W	sp|P53746|FRE4_YEAST
4932.YNR065C	sp|P53751|YN94_YEAST
4932.YNR066C	sp|P53752|YN95_YEAST
4932.YNR067C	sp|P53753|ENG1_YEAST
4932.YNR070W	sp|P53756|PDR18_YEAST
4932.YNR072W	sp|P53631|HXT17_YEAST
4932.YNR073C	sp|P39941|DSF1_YEAST
4932.YNR074C	sp|P52923|AIF1_YEAST
4932.YOL004W	sp|P22579|SIN3_YEAST
4932.YOL005C	sp|P38902|RPB11_YEAST
4932.YOL006C	sp|P04786|TOP1_YEAST
4932.YOL008W	sp|Q08058|COQ10_YEAST
4932.YOL009C	sp|Q92328|MDM12_YEAST
4932.YOL010W	sp|Q08096|RCL1_YEAST
4932.YOL012C	sp|Q12692|H2AZ_YEAST
4932.YOL013C	sp|Q08109|HRD1_YEAST
4932.YOL016C	sp|P22517|KCC2_YEAST
4932.YOL018C	sp|Q08144|TLG2_YEAST
4932.YOL019W	sp|Q08157|YOL19_YEAST
4932.YOL021C	sp|Q08162|RRP44_YEAST
4932.YOL022C	sp|P25040|TSR4_YEAST
4932.YOL023W	sp|P25038|IF2M_YEAST
4932.YOL025W	sp|Q92325|LAG2_YEAST
4932.YOL027C	sp|Q08179|MDM38_YEAST
4932.YOL030W	sp|Q08193|GAS5_YEAST
4932.YOL031C	sp|Q08199|SIL1_YEAST
4932.YOL032W	sp|Q08202|OPI10_YEAST
4932.YOL033W	sp|P48525|SYEM_YEAST
4932.YOL034W	sp|Q08204|SMC5_YEAST
4932.YOL038W	sp|P40303|PSA4_YEAST
4932.YOL039W	sp|P05319|RLA2_YEAST
4932.YOL040C	sp|Q01855|RS15_YEAST
4932.YOL041C	sp|Q08208|NOP12_YEAST
4932.YOL042W	sp|Q08213|NGL1_YEAST
4932.YOL045W	sp|Q08217|PSK2_YEAST
4932.YOL049W	sp|Q08220|GSHB_YEAST
4932.YOL051W	sp|P19659|MED15_YEAST
4932.YOL052C	sp|P21182|DCAM_YEAST
4932.YOL054W	sp|Q12161|PSH1_YEAST
4932.YOL055C	sp|Q08224|THI20_YEAST
4932.YOL056W	sp|Q12326|PMG3_YEAST
4932.YOL057W	sp|Q08225|DPP3_YEAST
4932.YOL058W	sp|P22768|ASSY_YEAST
4932.YOL059W	sp|P41911|GPD2_YEAST
4932.YOL060C	sp|Q12296|MAM3_YEAST
4932.YOL061W	sp|Q12265|KPR5_YEAST
4932.YOL062C	sp|Q99186|AP2M_YEAST
4932.YOL063C	sp|Q08226|CRT10_YEAST
4932.YOL064C	sp|P32179|MET22_YEAST
4932.YOL065C	sp|Q08227|INP54_YEAST
4932.YOL066C	sp|Q12362|RIB2_YEAST
4932.YOL067C	sp|P32607|RTG1_YEAST
4932.YOL068C	sp|P53685|HST1_YEAST
4932.YOL069W	sp|P33895|NUF2_YEAST
4932.YOL070C	sp|Q08229|NBA1_YEAST
4932.YOL071W	sp|Q08230|SDHF2_YEAST
4932.YOL073C	sp|Q08232|YO073_YEAST
4932.YOL076W	sp|Q12387|NAA25_YEAST
4932.YOL077C	sp|Q08235|BRX1_YEAST
4932.YOL077W-A	sp|P81451|ATP19_YEAST
4932.YOL078W	sp|Q08236|AVO1_YEAST
4932.YOL080C	sp|Q08237|REXO4_YEAST
4932.YOL081W	sp|P19158|IRA2_YEAST
4932.YOL083W	sp|Q12292|ATG34_YEAST
4932.YOL084W	sp|Q12252|PHM7_YEAST
4932.YOL086W-A	sp|Q3E835|YO086_YEAST
4932.YOL087C	sp|Q99247|YO087_YEAST
4932.YOL088C	sp|Q99316|MPD2_YEAST
4932.YOL089C	sp|Q12180|HAL9_YEAST
4932.YOL090W	sp|P25847|MSH2_YEAST
4932.YOL092W	sp|Q12010|YO092_YEAST
4932.YOL093W	sp|Q12400|TRM10_YEAST
4932.YOL094C	sp|P40339|RFC4_YEAST
4932.YOL096C	sp|P27680|COQ3_YEAST
4932.YOL097C	sp|Q12109|SYWC_YEAST
4932.YOL098C	sp|Q12496|YO098_YEAST
4932.YOL100W	sp|Q12236|PKH2_YEAST
4932.YOL102C	sp|Q12272|TPT1_YEAST
4932.YOL107W	sp|Q12239|YO107_YEAST
4932.YOL108C	sp|P13902|INO4_YEAST
4932.YOL109W	sp|Q08245|ZEO1_YEAST
4932.YOL111C	sp|Q12285|MDY2_YEAST
4932.YOL113W	sp|Q12469|SKM1_YEAST
4932.YOL115W	sp|P53632|PAP2_YEAST
4932.YOL116W	sp|P22148|MSN1_YEAST
4932.YOL119C	sp|Q08268|MCH4_YEAST
4932.YOL120C	sp|P07279|RL18B_YEAST
4932.YOL123W	sp|Q99383|HRP1_YEAST
4932.YOL124C	sp|Q12463|TRM11_YEAST
4932.YOL125W	sp|Q12383|TRM13_YEAST
4932.YOL126C	sp|P22133|MDHC_YEAST
4932.YOL127W	sp|P04456|RL25_YEAST
4932.YOL128C	sp|Q12222|YGK3_YEAST
4932.YOL129W	sp|Q12016|VPS68_YEAST
4932.YOL130W	sp|Q08269|ALR1_YEAST
4932.YOL133W	sp|Q08273|RBX1_YEAST
4932.YOL135C	sp|Q08278|MED7_YEAST
4932.YOL137W	sp|Q08280|BSC6_YEAST
4932.YOL139C	sp|P07260|IF4E_YEAST
4932.YOL140W	sp|P18544|ARGD_YEAST
4932.YOL141W	sp|Q08282|LCMT2_YEAST
4932.YOL142W	sp|Q08285|RRP40_YEAST
4932.YOL143C	sp|P50861|RIB4_YEAST
4932.YOL144W	sp|Q08287|NOP8_YEAST
4932.YOL145C	sp|P89105|CTR9_YEAST
