string_id	all amino-acids	SUM(r_k*ln(r_k)) --> -H(amino-acids)	SUM(r_k*e_k)	ln(p)	cost_protein (5*n(aa))	decay	protein term (cost protein * decay)
4932.YLR285W	261.0	-2.84245423948	141.088122605	-10.0042577067	1305.0	-229	-298845.0
4932.YLR287C	355.0	-2.77846718048	134.143661972	-9.59302227533	1775.0	83	147325.0
4932.YLR290C	277.0	-2.85172844339	133.682310469	-11.4553821604	1385.0	34	47090.0
4932.YLR291C	381.0	-2.8602267733	123.750656168	-9.23156021245	1905.0	124	236220.0
4932.YLR295C	124.0	-2.76433534246	123.241935484	-9.11864652525	620.0	142	88040.0
4932.YLR299W	660.0	-2.87668550648	137.537878788	-12.2613133975	3300.0	18	59400.0
4932.YLR300W	448.0	-2.90893835363	159.276785714	-8.84406114952	2240.0	15	33600.0
4932.YLR301W	244.0	-2.82947895671	134.430327869	-8.62602618939	1220.0	-944	-1151680.0
4932.YLR304C	778.0	-2.86728545574	131.235218509	-6.70985806512	3890.0	72	280080.0
4932.YLR305C	1900.0	-2.8586013406	135.144736842	-10.8686944926	9500.0	27	256500.0
4932.YLR309C	911.0	-2.61321119024	127.636663008	-9.4598240171	4555.0	219	997545.0
4932.YLR310C	1589.0	-2.81861753312	133.159848961	-11.5536415602	7945.0	16	127120.0
4932.YLR312W-A	253.0	-2.82070879222	137.003952569	-10.400853827	1265.0	453	573045.0
4932.YLR315W	153.0	-2.64437129766	119.111111111	-11.6932969124	765.0	-294	-224910.0
4932.YLR319C	788.0	-2.82890293567	129.338832487	-10.1351576894	3940.0	35	137900.0
4932.YLR321C	426.0	-2.85738719689	139.755868544	-9.76903418628	2130.0	5	10650.0
4932.YLR324W	523.0	-2.82944657336	134.038240918	-10.3882313102	2615.0	54	141210.0
4932.YLR328W	401.0	-2.88372484565	143.815461346	-10.1367646433	2005.0	60	120300.0
4932.YLR330W	671.0	-2.73098092705	116.658718331	-9.67578354764	3355.0	228	764940.0
4932.YLR332W	376.0	-2.52152443278	110.287234043	-9.17796388848	1880.0	53	99640.0
4932.YLR333C	108.0	-2.6145265643	131.148148148	-7.26783513663	540.0	427	230580.0
4932.YLR335W	720.0	-2.65917140183	110.798611111	-8.70656308656	3600.0	21	75600.0
4932.YLR336C	899.0	-2.78920517985	133.006674082	-9.75864750421	4495.0	51	229245.0
4932.YLR344W	127.0	-2.66273215547	112.858267717	-7.32801797838	635.0	358	227330.0
4932.YLR345W	509.0	-2.87405183203	139.194499018	-10.7194914184	2545.0	73	185785.0
4932.YLR347C	861.0	-2.83139881935	122.914053426	-7.08640834336	4305.0	36	154980.0
4932.YLR348C	298.0	-2.86119827791	138.332214765	-10.7400621542	1490.0	398	593020.0
4932.YLR350W	216.0	-2.84891974471	139.356481482	-10.4251487145	1080.0	76	82080.0
4932.YLR351C	291.0	-2.87731266359	130.47766323	-10.3953538335	1455.0	-814	-1184370.0
4932.YLR352W	807.0	-2.87754869468	152.177199504	-11.3893578024	4035.0	7	28245.0
4932.YLR354C	335.0	-2.79132662142	119.050746269	-7.00859315741	1675.0	136	227800.0
4932.YLR355C	395.0	-2.87270661192	133.602531646	-5.89517032218	1975.0	350	691250.0
4932.YLR356W	197.0	-2.7098379072	106.563451776	-12.2058916479	985.0	15	14775.0
4932.YLR357W	889.0	-2.8739853396	134.004499438	-9.37666473819	4445.0	23	102235.0
4932.YLR362W	717.0	-2.86136351207	135.221757322	-12.428465496	3585.0	79	283215.0
4932.YLR363W-A	85.0	-2.36171574807	135.0	-11.200531699	425.0	302	128350.0
4932.YLR364W	109.0	-2.88921803536	155.76146789	-11.7696393611	545.0	16	8720.0
4932.YLR367W	130.0	-2.84741850898	132.9	-7.4690686731	650.0	181	117650.0
4932.YLR369W	657.0	-2.7834928896	109.395738204	-9.99616826493	3285.0	61	200385.0
4932.YLR370C	178.0	-2.85024656222	137.320224719	-8.83218423387	890.0	51	45390.0
4932.YLR372W	345.0	-2.80910256095	152.162318841	-7.68970846299	1725.0	91	156975.0
4932.YLR373C	901.0	-2.81021751923	131.966703662	-9.53781029368	4505.0	22	99110.0
4932.YLR375W	343.0	-2.85388765249	158.653061224	-12.6694577736	1715.0	20	34300.0
4932.YLR377C	348.0	-2.86847894328	126.284482758	-12.1234942323	1740.0	81	140940.0
4932.YLR378C	480.0	-2.78493347274	116.016666667	-6.88802780341	2400.0	174	417600.0
4932.YLR380W	408.0	-2.88793165523	155.230392157	-9.34439332392	2040.0	66	134640.0
4932.YLR381W	733.0	-2.86464701203	151.724420191	-13.4569091075	3665.0	26	95290.0
4932.YLR382C	894.0	-2.90742157378	147.250559284	-12.0866156886	4470.0	46	205620.0
4932.YLR384C	1349.0	-2.85970479592	129.105263158	-7.82642262662	6745.0	165	1112925.0
4932.YLR385C	132.0	-2.76796715455	134.568181818	-12.9370177754	660.0	-312	-205920.0
4932.YLR386W	880.0	-2.82617535258	131.331818182	-9.70792814075	4400.0	60	264000.0
4932.YLR387C	432.0	-2.87830640913	144.134259259	-9.73055813563	2160.0	43	92880.0
4932.YLR388W	56.0	-2.82324367259	200.232142858	-8.21918632697	280.0	-90	-25200.0
4932.YLR393W	279.0	-2.87664467284	145.577060932	-13.7681733456	1395.0	126	175770.0
4932.YLR396C	691.0	-2.83754120356	137.415340087	-10.4718406033	3455.0	34	117470.0
4932.YLR398C	1287.0	-2.86253407431	130.871017871	-8.63514883823	6435.0	40	257400.0
4932.YLR399C	686.0	-2.82904682447	124.278425656	-8.72192453871	3430.0	59	202370.0
4932.YLR401C	668.0	-2.90817951098	146.22754491	-10.2416163641	3340.0	19	63460.0
4932.YLR403W	683.0	-2.78187643684	148.45534407	-10.309172751	3415.0	15	51225.0
4932.YLR405W	367.0	-2.91689577559	159.084468665	-11.8170701352	1835.0	116	212860.0
4932.YLR406C	113.0	-2.73157543792	124.884955752	-7.60204889095	565.0	265	149725.0
4932.YLR413W	675.0	-2.74186221694	123.93037037	-6.82305641448	3375.0	72	243000.0
4932.YLR414C	263.0	-2.79683874173	146.965779468	-9.812613364	1315.0	-1810	-2380150.0
4932.YLR417W	566.0	-2.84256092983	138.100706714	-12.8727224857	2830.0	166	469780.0
4932.YLR418C	393.0	-2.86989117006	137.203562341	-9.60975070169	1965.0	130	255450.0
4932.YLR419W	1435.0	-2.84196001392	133.323344948	-9.9304305156	7175.0	26	186550.0
4932.YLR420W	364.0	-2.86008971603	137.18956044	-8.56533290348	1820.0	94	171080.0
4932.YLR421C	156.0	-2.79344216469	139.403846153	-9.92952023589	780.0	-102	-79560.0
4932.YLR426W	326.0	-2.83531773135	133.619631902	-13.3724208559	1630.0	51	83130.0
4932.YLR427W	670.0	-2.8684343791	142.977611941	-10.3786908214	3350.0	24	80400.0
4932.YLR429W	651.0	-2.80992503882	123.923195084	-8.49457391334	3255.0	23	74865.0
4932.YLR431C	453.0	-2.75074167606	133.36423841	-12.3375562478	2265.0	24	54360.0
4932.YLR432W	523.0	-2.84579311841	124.063097514	-7.07207127522	2615.0	650	1699750.0
4932.YLR433C	553.0	-2.86526890144	141.582278481	-9.50225662297	2765.0	32	88480.0
4932.YLR435W	205.0	-2.77126325372	136.395121951	-10.0281475619	1025.0	27	27675.0
4932.YLR436C	1274.0	-2.80284568786	138.504709576	-9.77330046893	6370.0	40	254800.0
4932.YLR439W	319.0	-2.84050660015	140.379310345	-10.3924014015	1595.0	-384	-612480.0
4932.YLR440C	709.0	-2.82483479118	141.842031029	-9.98204581244	3545.0	35	124075.0
4932.YLR441C	255.0	-2.78361618791	129.156862745	-6.69477188836	1275.0	334	425850.0
4932.YLR447C	345.0	-2.87185531705	142.539130435	-8.17803293039	1725.0	1348	2325300.0
4932.YLR448W	176.0	-2.70217776587	119.715909091	-7.52245504703	880.0	-413	-363440.0
4932.YLR449W	392.0	-2.7257660375	118.831632653	-8.84889888008	1960.0	11	21560.0
4932.YLR450W	1045.0	-2.85721083758	132.063157895	-9.64977429287	5225.0	93	485925.0
4932.YLR451W	886.0	-2.87355435758	137.862302484	-12.9220791337	4430.0	12	53160.0
4932.YLR452C	698.0	-2.86107846583	149.320916906	-9.87759992413	3490.0	60	209400.0
4932.YLR460C	376.0	-2.81799023406	122.35106383	-13.4217848943	1880.0	9	16920.0
4932.YLR462W	202.0	-2.82018462684	135.539603961	-15.1122469555	1010.0	2	2020.0
4932.YML004C	326.0	-2.89470136085	155.291411043	-10.5556395369	1630.0	85	138550.0
4932.YML005W	462.0	-2.86086495128	141.034632035	-11.0409580873	2310.0	63	145530.0
4932.YML007W	650.0	-2.78283927157	130.12	-9.98968699584	3250.0	23	74750.0
4932.YML008C	383.0	-2.87682130332	144.639686684	-7.22109479992	1915.0	135	258525.0
4932.YML010W	1063.0	-2.82202135796	120.906867356	-7.84753479928	5315.0	3	15945.0
4932.YML011C	177.0	-2.8330953758	145.915254237	-12.2252510033	885.0	4	3540.0
4932.YML012W	211.0	-2.80332209711	121.398104266	-8.392806813	1055.0	215	226825.0
4932.YML013W	584.0	-2.85001127319	133.287671233	-10.2774735515	2920.0	51	148920.0
4932.YML014W	279.0	-2.89683631617	153.609318997	-11.8708683686	1395.0	47	65565.0
4932.YML016C	692.0	-2.81854017901	143.209537572	-9.50280474729	3460.0	50	173000.0
4932.YML017W	593.0	-2.77088965396	130.912310287	-9.17448705188	2965.0	20	59300.0
4932.YML019W	332.0	-2.86134196162	149.331325301	-12.5896398211	1660.0	24	39840.0
4932.YML020W	664.0	-2.87079971957	139.567771084	-9.92677406837	3320.0	19	63080.0
4932.YML021C	359.0	-2.86434412345	145.231197771	-12.6635679833	1795.0	36	64620.0
4932.YML022W	187.0	-2.72252484378	106.219251337	-8.85492782669	935.0	-112	-104720.0
4932.YML024W	136.0	-2.74447456153	122.073529412	-6.96927134316	680.0	-1238	-841840.0
4932.YML025C	286.0	-2.80860246982	111.954545455	-10.4013150635	1430.0	50	71500.0
4932.YML026C	146.0	-2.81978677154	145.636986301	-7.40178955245	730.0	321	234330.0
4932.YML028W	196.0	-2.82018314332	119.341836735	-5.9882483814	980.0	-129	-126420.0
4932.YML029W	838.0	-2.86228622591	134.928400955	-11.1732232315	4190.0	18	75420.0
4932.YML030W	159.0	-2.76098604091	139.603773585	-11.2253194131	795.0	63	50085.0
4932.YML031W	655.0	-2.86557702151	135.741984733	-8.60305330092	3275.0	98	320950.0
4932.YML032C	471.0	-2.84438840243	123.50955414	-10.4390562947	2355.0	27	63585.0
4932.YML034W	834.0	-2.83525787324	135.90527578	-11.7347969509	4170.0	31	129270.0
4932.YML035C	810.0	-2.88447312452	146.054320988	-8.93733788209	4050.0	33	133650.0
4932.YML041C	280.0	-2.82319256192	144.957142857	-13.3221138844	1400.0	75	105000.0
4932.YML042W	670.0	-2.90879323527	152.768656716	-10.1420440848	3350.0	47	157450.0
4932.YML043C	507.0	-2.86432912438	145.861932939	-13.0004737698	2535.0	23	58305.0
4932.YML046W	629.0	-2.83349280416	155.769475358	-11.2289317925	3145.0	62	194990.0
4932.YML048W	403.0	-2.85371769177	135.727047146	-9.63271319975	2015.0	108	217620.0
4932.YML051W	435.0	-2.86268060198	127.937931035	-12.9941867886	2175.0	2856	6211800.0
4932.YML052W	302.0	-2.88380362841	149.390728477	-8.24162393765	1510.0	207	312570.0
4932.YML054C	591.0	-2.85264709949	129.148900169	-10.6490806847	2955.0	54	159570.0
4932.YML055W	178.0	-2.72789527444	133.533707865	-10.1518442071	890.0	76	67640.0
4932.YML056C	524.0	-2.83934183964	127.715648855	-7.59884284289	2620.0	65	170300.0
4932.YML057W	604.0	-2.89041628535	143.567880795	-8.77404406693	3020.0	47	141940.0
4932.YML058W-A	68.0	-2.79960099631	133.882352941	-16.0403431173	340.0	3	1020.0
4932.YML061C	859.0	-2.84343695191	132.402793947	-10.495015357	4295.0	166	712970.0
4932.YML062C	392.0	-2.70354897154	123.112244898	-10.6518022951	1960.0	43	84280.0
4932.YML064C	245.0	-2.83969456891	125.32244898	-10.103075607	1225.0	26	31850.0
4932.YML065W	914.0	-2.84015818685	131.959518599	-10.8747334352	4570.0	85	388450.0
4932.YML067C	352.0	-2.86725079733	137.653409091	-9.72864596487	1760.0	166	292160.0
4932.YML070W	584.0	-2.78572848129	113.647260274	-7.64113503502	2920.0	42	122640.0
4932.YML071C	607.0	-2.7331484097	125.174629324	-10.068998008	3035.0	31	94085.0
4932.YML072C	1545.0	-2.83794963184	129.467313916	-7.14297065352	7725.0	32	247200.0
4932.YML076C	944.0	-2.86687828791	145.57309322	-10.8565038455	4720.0	3	14160.0
4932.YML078W	182.0	-2.83939828486	128.807692308	-9.22410416778	910.0	58	52780.0
4932.YML079W	201.0	-2.83876573438	125.004975124	-11.2618881094	1005.0	76	76380.0
4932.YML080W	423.0	-2.90510071378	147.74468085	-10.4942143567	2115.0	37	78255.0
4932.YML081C-A	59.0	-2.73497090737	133.20338983	-11.3428861579	295.0	63	18585.0
4932.YML081W	1251.0	-2.85515199815	140.355715428	-12.506569823	6255.0	3	18765.0
4932.YML082W	649.0	-2.88476204124	139.799691833	-10.1336923682	3245.0	58	188210.0
4932.YML085C	447.0	-2.89353028425	137.845637583	-7.97931285391	2235.0	41	91635.0
4932.YML086C	526.0	-2.90744060587	149.13878327	-8.22639068432	2630.0	39	102570.0
4932.YML091C	1202.0	-2.80952194473	141.22296173	-9.62633711532	6010.0	2	12020.0
4932.YML092C	250.0	-2.78882985679	112.948	-8.35709541622	1250.0	7987	9983750.0
4932.YML093W	899.0	-2.75085563032	129.153503893	-9.08700529253	4495.0	9	40455.0
4932.YML094W	163.0	-2.71027492298	130.343558282	-10.3566082589	815.0	51	41565.0
4932.YML095C	210.0	-2.82748474348	134.933333333	-11.7922844579	1050.0	42	44100.0
4932.YML096W	525.0	-2.85091123401	131.586666667	-11.5328588129	2625.0	34	89250.0
4932.YML097C	451.0	-2.80585778663	131.44345898	-10.5595723856	2255.0	85	191675.0
4932.YML100W	1098.0	-2.86631270956	131.422586521	-7.46016004649	5490.0	39	214110.0
4932.YML101C	117.0	-2.8079258334	127.076923077	-11.3374575054	585.0	-90	-52650.0
4932.YML102W	468.0	-2.8849238425	136.36965812	-10.437031052	2340.0	45	105300.0
4932.YML103C	1655.0	-2.75471203855	127.023564955	-8.28161540167	8275.0	46	380650.0
4932.YML105C	273.0	-2.83037392797	130.476190476	-9.28728131072	1365.0	66	90090.0
4932.YML109W	942.0	-2.78337593991	125.867303609	-12.5397789745	4710.0	47	221370.0
4932.YML110C	307.0	-2.88738306531	139.827361563	-10.5026894794	1535.0	73	112055.0
4932.YML111W	920.0	-2.84227100621	139.684782608	-12.3548277278	4600.0	2	9200.0
4932.YML112W	296.0	-2.80923749895	156.864864865	-11.1785421282	1480.0	94	139120.0
4932.YML114C	510.0	-2.77647161847	127.811764706	-11.6446697461	2550.0	24	61200.0
4932.YML115C	535.0	-2.88895007003	138.514018691	-10.5253714059	2675.0	2	5350.0
4932.YML117W	1134.0	-2.83632094664	131.32010582	-9.20597165652	5670.0	139	788130.0
4932.YML120C	513.0	-2.82281843582	120.937621832	-8.47828337745	2565.0	43	110295.0
4932.YML123C	587.0	-2.87738077945	138.9318569	-7.8644304776	2935.0	25	73375.0
4932.YML124C	445.0	-2.89750330546	139.44494382	-8.63398653127	2225.0	448	996800.0
4932.YML125C	312.0	-2.84910879615	133.128205128	-8.81183898007	1560.0	-146	-227760.0
4932.YML126C	491.0	-2.87326270231	140.132382892	-6.75675040711	2455.0	46	112930.0
4932.YML128C	513.0	-2.7679635322	162.346978557	-9.88978060643	2565.0	34	87210.0
4932.YML131W	365.0	-2.8011622486	126.276712329	-11.92638771	1825.0	-212	-386900.0
4932.YMR001C	705.0	-2.87894401573	142.049645391	-11.9526742204	3525.0	10	35250.0
4932.YMR002W	156.0	-2.71321134985	128.814102564	-9.13856850268	780.0	-3826	-2984280.0
4932.YMR003W	198.0	-2.80204141459	147.898989899	-13.3204393527	990.0	21	20790.0
4932.YMR004W	511.0	-2.84961628529	142.964774951	-10.867252348	2555.0	18	45990.0
4932.YMR005W	388.0	-2.78428402957	119.595360825	-10.8590869109	1940.0	23	44620.0
4932.YMR006C	706.0	-2.78307156991	126.242209632	-12.3089943393	3530.0	2	7060.0
4932.YMR011W	541.0	-2.84805626469	138.822550832	-7.44831077993	2705.0	-961	-2599505.0
4932.YMR012W	1277.0	-2.82915564503	130.453406421	-6.54013472938	6385.0	44	280940.0
4932.YMR014W	519.0	-2.76094284264	142.903660887	-10.0544991358	2595.0	98	254310.0
4932.YMR016C	785.0	-2.74740205462	125.049681529	-10.9221348257	3925.0	3	11775.0
4932.YMR019W	949.0	-2.90261448585	156.983140147	-11.5634752173	4745.0	3	14235.0
4932.YMR020W	508.0	-2.909805539	143.732283464	-11.945447651	2540.0	54	137160.0
4932.YMR022W	165.0	-2.83075282454	135.454545455	-11.7708719659	825.0	31	25575.0
4932.YMR024W	390.0	-2.86503776406	137.887179487	-9.76823327848	1950.0	94	183300.0
4932.YMR026C	399.0	-2.86580988119	145.859649123	-12.3586651091	1995.0	33	65835.0
4932.YMR027W	470.0	-2.87294393503	146.589361703	-8.97212009742	2350.0	26	61100.0
4932.YMR029C	523.0	-2.75798225134	127.988527725	-10.619198096	2615.0	29	75835.0
4932.YMR031C	843.0	-2.74680838666	124.263345196	-8.02478429222	4215.0	9	37935.0
4932.YMR032W	669.0	-2.86097025099	140.614349776	-9.97306406469	3345.0	32	107040.0
4932.YMR037C	704.0	-2.72399416467	132.146306818	-9.98558123685	3520.0	2	7040.0
4932.YMR038C	249.0	-2.8697423663	143.558232932	-8.31185637254	1245.0	-159	-197955.0
4932.YMR039C	292.0	-2.67864574528	120.047945206	-10.1171781082	1460.0	46	67160.0
4932.YMR043W	286.0	-2.62016910554	132.622377623	-10.2310725583	1430.0	-991	-1417130.0
4932.YMR044W	475.0	-2.79959663051	140.797894737	-12.2623349863	2375.0	16	38000.0
4932.YMR048W	317.0	-2.84036964396	133.277602523	-10.3242156288	1585.0	2	3170.0
4932.YMR049C	807.0	-2.84927962677	137.173482032	-9.28784693818	4035.0	17	68595.0
4932.YMR054W	890.0	-2.89255445501	141.829213483	-10.7118695537	4450.0	33	146850.0
4932.YMR058W	636.0	-2.89508146339	150.405660377	-7.48889232526	3180.0	46	146280.0
4932.YMR060C	327.0	-2.81962102109	141.703363915	-13.3453574241	1635.0	21	34335.0
4932.YMR061W	677.0	-2.84863331791	151.552437224	-10.148005664	3385.0	7	23695.0
4932.YMR064W	518.0	-2.84979595005	141.324324325	-13.1999833248	2590.0	84	217560.0
4932.YMR066W	898.0	-2.80992407018	138.550111359	-9.20764762622	4490.0	38	170620.0
4932.YMR067C	416.0	-2.81440660237	131.716346154	-10.9286728715	2080.0	22	45760.0
4932.YMR070W	490.0	-2.67715282949	154.820408163	-10.1177978903	2450.0	5	12250.0
4932.YMR071C	167.0	-2.79510285595	133.952095809	-9.89188732822	835.0	44	36740.0
4932.YMR072W	183.0	-2.7506704391	141.907103825	-7.8790308396	915.0	91	83265.0
4932.YMR073C	201.0	-2.86283745109	160.641791045	-11.7666078654	1005.0	114	114570.0
4932.YMR074C	145.0	-2.6968625466	103.910344827	-10.3958391024	725.0	-116	-84100.0
4932.YMR075W	684.0	-2.78879004348	152.723684211	-11.6552743202	3420.0	37	126540.0
4932.YMR076C	1277.0	-2.81188667718	131.552858262	-9.72777119586	6385.0	35	223475.0
4932.YMR078C	741.0	-2.86347153297	139.350877193	-14.5224008052	3705.0	35	129675.0
4932.YMR079W	304.0	-2.86977227713	138.924342105	-7.72021908858	1520.0	149	226480.0
4932.YMR080C	971.0	-2.89194318106	137.904222451	-8.48373894312	4855.0	18	87390.0
4932.YMR083W	375.0	-2.83909098954	131.565333333	-7.54466107534	1875.0	-431	-808125.0
4932.YMR086W	960.0	-2.72825811998	119.769791667	-9.36655385891	4800.0	40	192000.0
4932.YMR089C	825.0	-2.84748456652	125.890909091	-9.05448576039	4125.0	29	119625.0
4932.YMR090W	227.0	-2.79505603973	114.925110132	-11.142751308	1135.0	109	123715.0
4932.YMR091C	435.0	-2.83059803094	125.202298851	-9.53157917522	2175.0	116	252300.0
4932.YMR093W	513.0	-2.87595978516	135.099415205	-8.51184242506	2565.0	122	312930.0
4932.YMR102C	834.0	-2.85836710764	140.769784173	-11.163113284	4170.0	23	95910.0
4932.YMR104C	677.0	-2.85524585414	138.248153618	-10.6916097944	3385.0	71	240335.0
4932.YMR105C	569.0	-2.86486883595	134.555360282	-7.59845393019	2845.0	43	122335.0
4932.YMR106C	629.0	-2.83310765315	131.825119237	-9.78533701766	3145.0	16	50320.0
4932.YMR107W	115.0	-2.82323208391	137.626086957	-13.927720126	575.0	27	15525.0
4932.YMR108W	687.0	-2.86765043179	123.876273653	-6.94902841215	3435.0	40	137400.0
4932.YMR109W	1219.0	-2.87844857334	130.594749795	-8.1176416886	6095.0	168	1023960.0
4932.YMR110C	532.0	-2.87056087993	131.981203008	-10.6149543535	2660.0	321	853860.0
4932.YMR111C	462.0	-2.84601532235	124.322510822	-12.3178341729	2310.0	10	23100.0
4932.YMR112C	131.0	-2.72769082689	127.740458015	-12.3605181179	655.0	116	75980.0
4932.YMR113W	427.0	-2.87829145574	142.203747073	-11.6070884586	2135.0	54	115290.0
4932.YMR114C	368.0	-2.85804711472	153.116847826	-13.0149740912	1840.0	49	90160.0
4932.YMR115W	501.0	-2.82225560059	140.363273453	-11.1551412159	2505.0	156	390780.0
4932.YMR116C	319.0	-2.83700966124	141.815047022	-6.0189847547	1595.0	157	250415.0
4932.YMR117C	213.0	-2.66082664895	120.704225352	-10.608444443	1065.0	74	78810.0
4932.YMR120C	592.0	-2.85264421967	122.795608109	-5.80417197368	2960.0	39	115440.0
4932.YMR121C	204.0	-2.75995225658	150.990196078	-7.56393018355	1020.0	142	144840.0
4932.YMR123W	122.0	-2.81132323524	144.827868853	-8.86432219192	610.0	57	34770.0
4932.YMR125W	861.0	-2.83055933276	129.957026713	-8.61009120919	4305.0	65	279825.0
4932.YMR128W	1267.0	-2.85555472069	132.239147593	-8.85986646165	6335.0	393	2489655.0
4932.YMR129W	1337.0	-2.84731449568	132.403889304	-9.41351078001	6685.0	46	307510.0
4932.YMR134W	237.0	-2.7624819106	137.599156118	-10.921357133	1185.0	141	167085.0
4932.YMR135C	455.0	-2.83646983739	141.714285715	-11.255663252	2275.0	156	354900.0
4932.YMR137C	661.0	-2.87026985477	155.231467473	-13.3301485437	3305.0	16	52880.0
4932.YMR139W	370.0	-2.8749165507	148.908108109	-10.5363038172	1850.0	21	38850.0
4932.YMR140W	489.0	-2.85597042857	137.593047035	-10.5653098801	2445.0	19	46455.0
4932.YMR142C	199.0	-2.68226381089	110.643216081	-6.70959010358	995.0	67	66665.0
4932.YMR143W	143.0	-2.75091125606	115.51048951	-7.40530128128	715.0	131	93665.0
4932.YMR146C	347.0	-2.87111793398	147.002881844	-8.38207670963	1735.0	1250	2168750.0
4932.YMR148W	148.0	-2.71386529047	106.398648649	-11.1445438232	740.0	-121	-89540.0
4932.YMR149W	286.0	-2.79625661642	114.297202797	-8.99164437115	1430.0	329	470470.0
4932.YMR152W	365.0	-2.84343862236	149.142465754	-9.84192352532	1825.0	27	49275.0
4932.YMR157C	255.0	-2.81002808983	130.666666666	-10.2631887256	1275.0	26	33150.0
4932.YMR159C	150.0	-2.66245328564	125.873333333	-14.5087456279	750.0	56	42000.0
4932.YMR161W	224.0	-2.78109074396	115.267857143	-11.702337866	1120.0	56	62720.0
4932.YMR162C	1656.0	-2.89077625442	142.325483092	-10.2354161857	8280.0	47	389160.0
4932.YMR165C	862.0	-2.79535118364	119.865429234	-9.98828323355	4310.0	72	310320.0
4932.YMR166C	368.0	-2.88280033367	132.828804348	-13.2744162317	1840.0	32	58880.0
4932.YMR168C	608.0	-2.88369786017	156.555921053	-11.5022579547	3040.0	22	66880.0
4932.YMR169C	506.0	-2.83811720494	125.343873518	-10.2903959026	2530.0	34	86020.0
4932.YMR170C	506.0	-2.83403641933	125.04743083	-10.5749279898	2530.0	-2079	-5259870.0
4932.YMR172W	719.0	-2.79087215413	126.292072322	-12.6587647267	3595.0	3	10785.0
4932.YMR173W	430.0	-2.01629921358	137.423255814	-8.49613054148	2150.0	63	135450.0
4932.YMR174C	68.0	-2.56510260555	149.529411765	-12.7472177825	340.0	-178	-60520.0
4932.YMR178W	274.0	-2.88447184568	148.95620438	-10.1914065126	1370.0	-102	-139740.0
4932.YMR184W	198.0	-2.84944603794	150.45959596	-10.8951454158	990.0	22	21780.0
4932.YMR186W	705.0	-2.75642128812	119.578723405	-6.08883472866	3525.0	109	384225.0
4932.YMR188C	237.0	-2.74615203481	124.556962025	-10.2931801859	1185.0	81	95985.0
4932.YMR189W	1034.0	-2.87877539003	134.994197292	-7.31387015452	5170.0	69	356730.0
4932.YMR192W	720.0	-2.82773321869	132.055555555	-9.83747953886	3600.0	19	68400.0
4932.YMR193W	258.0	-2.7996665681	140.782945737	-10.7244266218	1290.0	433	558570.0
4932.YMR194W	100.0	-2.62771740451	116.07	-7.62548511278	500.0	214	107000.0
4932.YMR196W	1088.0	-2.89662731038	150.268382353	-9.03465537671	5440.0	346	1882240.0
4932.YMR199W	546.0	-2.86730245464	144.556776557	-13.3293314312	2730.0	6	16380.0
4932.YMR200W	256.0	-2.85641545713	142.0	-9.51714548794	1280.0	20	25600.0
4932.YMR201C	371.0	-2.8676067398	149.175202156	-11.4414033109	1855.0	31	57505.0
4932.YMR202W	222.0	-2.8616218431	149.112612612	-9.25262347303	1110.0	29	32190.0
4932.YMR205C	959.0	-2.8658614875	126.138686131	-5.33452380053	4795.0	96	460320.0
4932.YMR208W	443.0	-2.823430899	129.568848758	-9.04266044484	2215.0	43	95245.0
4932.YMR209C	457.0	-2.85524759926	139.525164113	-12.2130779218	2285.0	52	118820.0
4932.YMR214W	377.0	-2.85025361319	138.106100796	-10.4824289192	1885.0	67	126295.0
4932.YMR215W	524.0	-2.76315572901	122.312977099	-9.19653799453	2620.0	17	44540.0
4932.YMR216C	742.0	-2.85861407078	143.30458221	-9.38237078052	3710.0	62	230020.0
4932.YMR218C	1102.0	-2.8417500768	140.021778584	-12.4204286801	5510.0	131	721810.0
4932.YMR220W	451.0	-2.88478099151	139.006651885	-9.36870049269	2255.0	92	207460.0
4932.YMR222C	223.0	-2.83637124097	126.107623319	-10.674995252	1115.0	7	7805.0
4932.YMR223W	471.0	-2.88985201223	180.615711252	-11.5404119955	2355.0	11	25905.0
4932.YMR224C	692.0	-2.86169411363	130.699421965	-13.49531188	3460.0	7	24220.0
4932.YMR225C	98.0	-2.82293879123	153.387755103	-12.7028764437	490.0	51	24990.0
4932.YMR226C	267.0	-2.77580141326	106.97752809	-8.06830935009	1335.0	47	62745.0
4932.YMR227C	590.0	-2.70008015253	122.269491525	-11.7943368201	2950.0	55	162250.0
4932.YMR228W	341.0	-2.89027878222	160.064516129	-12.2398450795	1705.0	36	61380.0
4932.YMR229C	1729.0	-2.78703438638	122.266628109	-6.87602688311	8645.0	15	129675.0
4932.YMR230W	105.0	-2.79688320899	154.628571429	-8.13585313541	525.0	1448	760200.0
4932.YMR231W	1029.0	-2.83909060873	133.666666666	-9.84767086556	5145.0	64	329280.0
4932.YMR233W	226.0	-2.72205215128	131.623893805	-12.4259986325	1130.0	106	119780.0
4932.YMR234W	348.0	-2.84582649321	151.74137931	-13.1255263297	1740.0	25	43500.0
4932.YMR235C	407.0	-2.73784579708	121.353808354	-7.72851744227	2035.0	34	69190.0
4932.YMR236W	157.0	-2.82892453163	129.917197452	-10.4430064073	785.0	93	73005.0
4932.YMR237W	724.0	-2.85767607833	137.330110497	-9.06462879473	3620.0	46	166520.0
4932.YMR239C	471.0	-2.79539372561	130.783439491	-10.1942132794	2355.0	103	242565.0
